"ID","?CBS LOAN STATUS","ID","STATUS"
"0068p000003uCODAA2","Disbursed","0068p000003uCODAA2","Item Updated"
"0068p000003uCjtAAE","Disbursed","0068p000003uCjtAAE","Item Updated"
"0068p000003uCirAAE","Disbursed","0068p000003uCirAAE","Item Updated"
"0068p000003uClfAAE","Disbursed","0068p000003uClfAAE","Item Updated"
"0068p000003uDEkAAM","Disbursed","0068p000003uDEkAAM","Item Updated"
"0068p000003uDK3AAM","Disbursed","0068p000003uDK3AAM","Item Updated"
"0068p000003uDYAAA2","Disbursed","0068p000003uDYAAA2","Item Updated"
"0068p000003uTRnAAM","Disbursed","0068p000003uTRnAAM","Item Updated"
"0068p000003uTYeAAM","Disbursed","0068p000003uTYeAAM","Item Updated"
"0068p000003uTYPAA2","Disbursed","0068p000003uTYPAA2","Item Updated"
"0068p000003ukPHAAY","Disbursed","0068p000003ukPHAAY","Item Updated"
"0068p000003ukRmAAI","Disbursed","0068p000003ukRmAAI","Item Updated"
"0068p000003ukSzAAI","Disbursed","0068p000003ukSzAAI","Item Updated"
"0068p000003ukYSAAY","Disbursed","0068p000003ukYSAAY","Item Updated"
"0068p000003ukYNAAY","Disbursed","0068p000003ukYNAAY","Item Updated"
"0068p000003ukZfAAI","Disbursed","0068p000003ukZfAAI","Item Updated"
"0068p000003ukc0AAA","Disbursed","0068p000003ukc0AAA","Item Updated"
"0068p000003ul1SAAQ","Disbursed","0068p000003ul1SAAQ","Item Updated"
"0068p000003ulb9AAA","Disbursed","0068p000003ulb9AAA","Item Updated"
"0068p000003ulbJAAQ","Disbursed","0068p000003ulbJAAQ","Item Updated"
"0068p000003ulauAAA","Disbursed","0068p000003ulauAAA","Item Updated"
"0068p000003uldmAAA","Disbursed","0068p000003uldmAAA","Item Updated"
"0068p000003uxihAAA","Disbursed","0068p000003uxihAAA","Item Updated"
"0068p000003uxkiAAA","Disbursed","0068p000003uxkiAAA","Item Updated"
"0068p000003uyRmAAI","Disbursed","0068p000003uyRmAAI","Item Updated"
"0068p000003uyTjAAI","Disbursed","0068p000003uyTjAAI","Item Updated"
"0068p000003uyg5AAA","Disbursed","0068p000003uyg5AAA","Item Updated"
"0068p000003uyhaAAA","Disbursed","0068p000003uyhaAAA","Item Updated"
"0068p000003uzJ2AAI","Disbursed","0068p000003uzJ2AAI","Item Updated"
"0068p000003uzKtAAI","Disbursed","0068p000003uzKtAAI","Item Updated"
"0068p000003uzLXAAY","Disbursed","0068p000003uzLXAAY","Item Updated"
"0068p000003uzrLAAQ","Disbursed","0068p000003uzrLAAQ","Item Updated"
"0068p000003v0WKAAY","Disbursed","0068p000003v0WKAAY","Item Updated"
"0068p000003v0WUAAY","Disbursed","0068p000003v0WUAAY","Item Updated"
"0068p000003v0csAAA","Disbursed","0068p000003v0csAAA","Item Updated"
"0068p000003v0YCAAY","Disbursed","0068p000003v0YCAAY","Item Updated"
"0068p000003v1dwAAA","Disbursed","0068p000003v1dwAAA","Item Updated"
"0068p000003v1kJAAQ","Disbursed","0068p000003v1kJAAQ","Item Updated"
"0068p000003v1nhAAA","Disbursed","0068p000003v1nhAAA","Item Updated"
"0068p000003v1ytAAA","Disbursed","0068p000003v1ytAAA","Item Updated"
"0068p000003v24DAAQ","Disbursed","0068p000003v24DAAQ","Item Updated"
"0068p000003v2PCAAY","Disbursed","0068p000003v2PCAAY","Item Updated"
"0068p000003v2RhAAI","Disbursed","0068p000003v2RhAAI","Item Updated"
"0068p000003v2S6AAI","Disbursed","0068p000003v2S6AAI","Item Updated"
"0068p000003v2SuAAI","Disbursed","0068p000003v2SuAAI","Item Updated"
"0068p000003v81NAAQ","Disbursed","0068p000003v81NAAQ","Item Updated"
"0068p000003v81vAAA","Disbursed","0068p000003v81vAAA","Item Updated"
"0068p000003vBvxAAE","Disbursed","0068p000003vBvxAAE","Item Updated"
"0068p000003v1UUAAY","Disbursed","0068p000003v1UUAAY","Item Updated"
"0068p000003uGBGAA2","Disbursed","0068p000003uGBGAA2","Item Updated"
"0068p000003ulekAAA","Disbursed","0068p000003ulekAAA","Item Updated"
"0068p000003ukorAAA","Disbursed","0068p000003ukorAAA","Item Updated"
"0068p000003usucAAA","Disbursed","0068p000003usucAAA","Item Updated"
"0068p000003trDZAAY","Disbursed","0068p000003trDZAAY","Item Updated"
"0068p000003uvkSAAQ","Disbursed","0068p000003uvkSAAQ","Item Updated"
"0068p000003uNreAAE","Disbursed","0068p000003uNreAAE","Item Updated"
"0068p000003uq87AAA","Disbursed","0068p000003uq87AAA","Item Updated"
"0068p000003unTuAAI","Disbursed","0068p000003unTuAAI","Item Updated"
"0068p000003v3fuAAA","Disbursed","0068p000003v3fuAAA","Item Updated"
"0068p000003uyzsAAA","Disbursed","0068p000003uyzsAAA","Item Updated"
"0068p000003ulCOAAY","Disbursed","0068p000003ulCOAAY","Item Updated"
"0068p000003vBoIAAU","Disbursed","0068p000003vBoIAAU","Item Updated"
"0068p000003uxp1AAA","Disbursed","0068p000003uxp1AAA","Item Updated"
"0068p000003ukwVAAQ","Disbursed","0068p000003ukwVAAQ","Item Updated"
"0068p000003uktAAAQ","Disbursed","0068p000003uktAAAQ","Item Updated"
"0068p000003vCZMAA2","Disbursed","0068p000003vCZMAA2","Item Updated"
"0068p000003v1aYAAQ","Disbursed","0068p000003v1aYAAQ","Item Updated"
"0068p000003uTXlAAM","Disbursed","0068p000003uTXlAAM","Item Updated"
"0068p000003uzs4AAA","Disbursed","0068p000003uzs4AAA","Item Updated"
"0068p000003s6PcAAI","Disbursed","0068p000003s6PcAAI","Item Updated"
"0068p000003uDJFAA2","Disbursed","0068p000003uDJFAA2","Item Updated"
"0068p000003v2qqAAA","Disbursed","0068p000003v2qqAAA","Item Updated"
"0068p000003uo0tAAA","Disbursed","0068p000003uo0tAAA","Item Updated"
"0068p000003ukggAAA","Disbursed","0068p000003ukggAAA","Item Updated"
"0068p000003ul66AAA","Disbursed","0068p000003ul66AAA","Item Updated"
"0068p000003tvDPAAY","Disbursed","0068p000003tvDPAAY","Item Updated"
"0068p000003v2UqAAI","Disbursed","0068p000003v2UqAAI","Item Updated"
"0068p000003ukPWAAY","Disbursed","0068p000003ukPWAAY","Item Updated"
"0068p000003umdAAAQ","Disbursed","0068p000003umdAAAQ","Item Updated"
"0068p000003upnrAAA","Disbursed","0068p000003upnrAAA","Item Updated"
"0068p000003uo7LAAQ","Disbursed","0068p000003uo7LAAQ","Item Updated"
"0068p000003ux56AAA","Disbursed","0068p000003ux56AAA","Item Updated"
"0068p000003vCUlAAM","Disbursed","0068p000003vCUlAAM","Item Updated"
"0068p000003tWu6AAE","Disbursed","0068p000003tWu6AAE","Item Updated"
"0068p000003utktAAA","Disbursed","0068p000003utktAAA","Item Updated"
"0068p000003unAjAAI","Disbursed","0068p000003unAjAAI","Item Updated"
"0068p000003v3AlAAI","Disbursed","0068p000003v3AlAAI","Item Updated"
"0068p000003v6MEAAY","Disbursed","0068p000003v6MEAAY","Item Updated"
"0068p000003v26TAAQ","Disbursed","0068p000003v26TAAQ","Item Updated"
"0068p000003tqOAAAY","Disbursed","0068p000003tqOAAAY","Item Updated"
"0068p000003ukaaAAA","Disbursed","0068p000003ukaaAAA","Item Updated"
"0068p000003uyRIAAY","Disbursed","0068p000003uyRIAAY","Item Updated"
"0068p000003unIjAAI","Disbursed","0068p000003unIjAAI","Item Updated"
"0068p000003unD8AAI","Disbursed","0068p000003unD8AAI","Item Updated"
"0068p000003ulwZAAQ","Disbursed","0068p000003ulwZAAQ","Item Updated"
"0068p000003usvkAAA","Disbursed","0068p000003usvkAAA","Item Updated"
"0068p000003uyimAAA","Disbursed","0068p000003uyimAAA","Item Updated"
"0068p000003v1hjAAA","Disbursed","0068p000003v1hjAAA","Item Updated"
"0068p000003unaCAAQ","Disbursed","0068p000003unaCAAQ","Item Updated"
"0068p000003uxlRAAQ","Disbursed","0068p000003uxlRAAQ","Item Updated"
"0068p000003v24XAAQ","Disbursed","0068p000003v24XAAQ","Item Updated"
"0068p000003uvoRAAQ","Disbursed","0068p000003uvoRAAQ","Item Updated"
"0068p000003uJNnAAM","Disbursed","0068p000003uJNnAAM","Item Updated"
"0068p000003uoOQAAY","Disbursed","0068p000003uoOQAAY","Item Updated"
"0068p000003v8eDAAQ","Disbursed","0068p000003v8eDAAQ","Item Updated"
"0068p000003unenAAA","Disbursed","0068p000003unenAAA","Item Updated"
"0068p000003unKBAAY","Disbursed","0068p000003unKBAAY","Item Updated"
"0068p000003uxx0AAA","Disbursed","0068p000003uxx0AAA","Item Updated"
"0068p000003uxlqAAA","Disbursed","0068p000003uxlqAAA","Item Updated"
"0068p000003uC2CAAU","Disbursed","0068p000003uC2CAAU","Item Updated"
"0068p000003ul9zAAA","Disbursed","0068p000003ul9zAAA","Item Updated"
"0068p000003upCmAAI","Disbursed","0068p000003upCmAAI","Item Updated"
"0068p000003v6W1AAI","Disbursed","0068p000003v6W1AAI","Item Updated"
"0068p000003upO2AAI","Disbursed","0068p000003upO2AAI","Item Updated"
"0068p000003v1V5AAI","Disbursed","0068p000003v1V5AAI","Item Updated"
"0068p000003usuIAAQ","Disbursed","0068p000003usuIAAQ","Item Updated"
"0068p000003uzL3AAI","Disbursed","0068p000003uzL3AAI","Item Updated"
"0068p000003v81RAAQ","Disbursed","0068p000003v81RAAQ","Item Updated"
"0068p000003uxdYAAQ","Disbursed","0068p000003uxdYAAQ","Item Updated"
"0068p000003uNopAAE","Disbursed","0068p000003uNopAAE","Item Updated"
"0068p000003ukrmAAA","Disbursed","0068p000003ukrmAAA","Item Updated"
"0068p000003tqUzAAI","Disbursed","0068p000003tqUzAAI","Item Updated"
"0068p000003uD9VAAU","Disbursed","0068p000003uD9VAAU","Item Updated"
"0068p000003urRCAAY","Disbursed","0068p000003urRCAAY","Item Updated"
"0068p000003v4caAAA","Disbursed","0068p000003v4caAAA","Item Updated"
"0068p000003uo4MAAQ","Disbursed","0068p000003uo4MAAQ","Item Updated"
